"Participant ID","Completed","Pre/Post","Score","Difference","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
1458,"10/10/2022 15:23:19 (MST)","Pre",85.89,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","CSS",0,2,2,1,3,0,2,3,3,NA,NA,3,NA,3,3,"",NA,"","No Help"
1625,"12/23/2022 13:51:02 (MST)","Pre",93.97,NA,"Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,1,2,2,1,3,3,2,3,0,NA,NA,NA,2,1,"",NA,"","No Help"
2203,"09/05/2023 16:52:28 (MST)","Pre",37.74,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","rarely","","WBLE",0,1,3,1,0,1,0,1,3,2,2,NA,NA,NA,NA,"",NA,"","No Help"
1210,"12/14/2024 14:32:54 (MST)","Pre",81.85,NA,"Logistics Specialties Inc. (8)","Utah","","often","","","JOBEX",0,3,2,2,1,3,3,0,3,2,NA,1,NA,NA,NA,"",NA,"","No Help"
1901,"06/19/2022 02:21:00 (MST)","Pre",47,8.11,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,3,2,3,3,2,3,2,2,2,2,NA,NA,NA,"",NA,"",""
1702,"01/16/2024 14:51:57 (MST)","Pre",78.82,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,1,2,2,1,3,2,3,3,NA,NA,NA,NA,NA,"3",NA,"","No Help"
6,"02/18/2023 08:45:53 (MST)","Pre",77,NA,"A2Demo (21)","Utah","","always","rarely","","JS",0,1,3,2,3,3,2,3,2,3,1,NA,NA,NA,NA,"",NA,"",""
1109,"03/09/2025 13:21:28 (MST)","Pre",40.33,3.67,"Columbus Community Center (9)","Utah","","","","","CPSO",0,1,3,3,1,1,2,2,3,0,3,NA,1,NA,2,"",NA,"","No Help"
248,"07/01/2022 08:13:40 (MST)","Pre",8.11,NA,"Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,2,0,1,2,2,2,2,2,2,2,0,NA,2,NA,"",NA,"","No Help"
978,"10/14/2023 13:54:01 (MST)","Post",49.38,-3,"Logistics Specialties Inc. (8)","Utah","general","","rarely","","JOBEX",0,2,1,3,1,0,0,3,1,3,1,NA,2,NA,NA,"",NA,"","With Help"
2354,"09/08/2024 12:44:03 (MST)","Post",63.67,12.16,"Logistics Specialties Inc. (8)","Montana","","","","","ISA",0,3,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,"",NA,"","No Help"
1096,"08/21/2022 04:17:08 (MST)","Post",30.33,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","ISA",0,3,0,2,2,3,2,3,3,NA,NA,NA,3,3,NA,"",NA,"","No Help"
2161,"11/04/2024 11:38:52 (MST)","Pre",43.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,2,2,2,3,2,3,3,2,1,2,3,2,NA,1,"",NA,"","No Help"
1393,"03/01/2025 16:56:10 (MST)","Post",59.5,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,2,1,3,1,0,2,3,NA,NA,NA,NA,3,NA,"",NA,"","No Help"
2109,"10/29/2024 11:21:26 (MST)","Pre",42.83,-7.17,"Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,1,2,3,2,1,0,3,3,3,3,1,NA,NA,0,"",NA,"","With Help"
512,"12/25/2023 11:31:41 (MST)","Pre",57,NA,"Utah State University (59)","Utah","","","sometimes","","WBLE",0,3,1,1,2,3,2,3,2,3,NA,1,NA,2,NA,"",NA,"","No Help"
2287,"01/19/2025 14:22:16 (MST)","Pre",73.67,23.19,"Logistics Specialties Inc. (8)","Utah","","","","rarely","CSS",0,2,3,2,0,2,2,3,3,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
1785,"10/13/2024 12:06:00 (MST)","Post",97,5.34,"Roads to Independence (26)","Utah","","","","","CPSO",0,3,3,1,2,3,1,3,2,3,NA,NA,NA,3,NA,"",NA,"","No Help"
593,"11/17/2024 16:53:13 (MST)","Pre",59.5,-9.66,"Logistics Specialties Inc. (8)","Utah","","often","","","FL",0,3,3,2,0,2,2,1,3,2,NA,3,NA,2,NA,"",NA,"","No Help"
2218,"04/27/2024 14:37:00 (MST)","Post",63.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","","FL",0,2,3,0,3,3,3,3,3,0,3,1,2,NA,NA,"",NA,"","No Help"
1855,"03/19/2023 09:19:53 (MST)","Pre",66.7,NA,"Flathead High School (42)","Utah","specialized","never","","","ILOM",0,0,1,1,2,3,1,1,3,2,1,3,NA,NA,NA,"",NA,"","With Help"
2473,"05/06/2024 20:05:10 (MST)","Pre",63.67,NA,"Turn Community Services (29)","Utah","","","","always","FL",0,2,2,0,2,3,2,2,3,3,3,0,NA,3,NA,"",NA,"","No Help"
1011,"01/23/2023 07:59:52 (MST)","Pre",66.05,NA,"Spectrum Academy (28)","Utah","","","","","JOBEX",0,2,3,3,2,3,0,3,1,0,NA,2,NA,NA,NA,"3",NA,"","No Help"
2207,"10/16/2023 13:49:25 (MST)","Pre",27,NA,"Columbus Community Center (9)","Utah","","","rarely","often","ISA",0,2,2,1,1,3,2,3,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1501,"02/04/2024 15:40:02 (MST)","Post",52.56,NA,"Turn Community Services (29)","Utah","","","","","JS",0,2,1,2,1,1,2,2,3,3,2,3,3,2,NA,"",NA,"","With Help"
1333,"07/09/2022 05:36:14 (MST)","Post",63.67,NA,"Logistics Specialties Inc. (8)","Colorado","general","rarely","","always","CPSO",0,3,3,2,2,3,0,1,2,2,3,NA,0,NA,0,"",NA,"","No Help"
1935,"06/09/2023 14:58:39 (MST)","Post",59.96,NA,"Logistics Specialties Inc. (8)","Utah","","","","often","JOBEX",0,3,1,2,3,2,3,1,3,3,3,3,0,2,NA,"",NA,"","No Help"
1410,"05/05/2025 11:50:20 (MST)","Post",88.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","always","JOBEX",0,3,2,1,2,2,2,0,1,2,NA,2,3,2,NA,"",NA,"","No Help"
2473,"08/21/2023 11:18:31 (MST)","Pre",50.33,NA,"Roads to Independence (26)","Utah","","","","","ISA",0,2,1,2,2,3,2,1,2,2,1,2,3,NA,NA,"",NA,"","No Help"
1393,"05/28/2023 15:53:49 (MST)","Post",70.33,NA,"Community Options (82)","Utah","","","","often","CSS",0,3,3,2,2,1,1,2,3,1,2,2,NA,NA,NA,"2",NA,"","Observer"
1320,"06/18/2022 08:28:34 (MST)","Pre",43.67,44.62,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,1,1,3,1,3,0,2,3,3,2,1,NA,2,NA,"",NA,"","No Help"
1512,"04/29/2025 10:39:05 (MST)","Post",32.56,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","ISA",0,2,2,3,3,2,2,2,NA,NA,2,3,NA,NA,NA,"",NA,"",""
860,"02/17/2024 10:52:46 (MST)","Pre",87.48,NA,"Logistics Specialties Inc. (8)","Utah","general","sometimes","","","ISA",0,2,0,3,3,1,2,2,2,3,1,NA,NA,2,NA,"",NA,"","No Help"
166,"11/09/2024 18:01:34 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","sometimes","JOBEX",0,2,2,3,1,2,1,2,2,3,3,3,NA,NA,2,"",NA,"","No Help"
2305,"10/04/2024 14:49:02 (MST)","Pre",65.89,27,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,3,2,1,3,3,2,3,NA,2,0,NA,1,NA,NA,"",NA,"",""
1625,"09/28/2024 14:59:23 (MST)","Pre",97,NA,"Columbus Community Center (9)","Utah","","often","","","CSS",0,1,0,2,3,1,3,3,2,3,2,NA,NA,NA,NA,"",NA,"","No Help"
873,"09/06/2024 10:13:28 (MST)","Post",51.17,-43.74,"Turn Community Services (29)","Utah","","always","","","JOBEX",0,2,1,0,3,2,2,1,NA,0,2,3,NA,NA,NA,"",NA,"","With Help"
1359,"09/09/2024 10:05:08 (MST)","Pre",33.67,4.41,"Logistics Specialties Inc. (8)","Utah","general","often","rarely","","JS",0,3,2,2,3,2,2,3,3,1,NA,NA,NA,2,3,"",NA,"",""
1641,"05/05/2025 14:35:55 (MST)","Pre",94.62,NA,"Central Technology Center (Central Tech) (56)","Utah","","never","","","JOBEX",0,2,1,3,3,2,3,3,0,2,3,NA,NA,NA,NA,"0",NA,"","With Help"
274,"11/29/2024 10:47:58 (MST)","Pre",84.5,13.67,"Logistics Specialties Inc. (8)","Utah","general","","sometimes","","JOBEX",0,2,0,2,1,2,1,1,2,NA,1,2,NA,NA,NA,"",NA,"","No Help"
2214,"07/17/2022 09:02:27 (MST)","Post",73.67,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","","JS",0,3,2,1,0,2,2,1,3,2,NA,0,3,2,NA,"",NA,"","No Help"
681,"10/14/2023 13:50:41 (MST)","Pre",42.24,5.33,"Logistics Specialties Inc. (8)","Utah","general","rarely","","","JOBEX",0,2,1,2,3,1,2,2,1,2,3,3,NA,2,2,"",NA,"","With Help"
1109,"03/16/2025 17:06:30 (MST)","Pre",26.63,45.15,"North Sanpete School District (24)","Utah","","","","","JS",0,0,0,3,2,3,3,2,3,2,NA,1,0,NA,NA,"",NA,"","No Help"
2035,"12/21/2024 10:48:12 (MST)","Pre",54.14,NA,"Utah State University (59)","Oklahoma","general","","sometimes","always","CSS",0,3,0,3,1,3,0,3,2,3,2,1,NA,NA,NA,"",1,"","With Help"
88,"06/25/2024 16:35:55 (MST)","Pre",89.86,NA,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,2,1,2,2,1,1,2,1,3,NA,NA,NA,NA,"",NA,"","No Help"
1353,"10/13/2024 12:08:55 (MST)","Pre",48.52,56.26,"Logistics Specialties Inc. (8)","Utah","","sometimes","never","sometimes","JOBEX",0,1,1,2,1,3,2,3,3,3,2,1,NA,NA,NA,"",NA,"","No Help"
1512,"12/04/2022 10:56:13 (MST)","Pre",63.67,43.67,"Columbus Community Center (9)","Utah","specialized","","","","QWEX",0,2,2,0,3,3,2,2,2,0,NA,NA,NA,NA,NA,"",NA,"",""
2091,"08/04/2023 17:38:40 (MST)","Pre",19.22,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,2,2,3,3,1,2,3,1,NA,3,2,NA,NA,"",NA,"","No Help"
1210,"03/17/2025 14:32:44 (MST)","Post",19.22,13.66,"North Sanpete School District (24)","Utah","general","","","","ILOM",0,1,1,2,2,1,3,2,2,3,2,NA,NA,0,NA,"",NA,"","No Help"
1128,"01/08/2023 08:20:27 (MST)","Post",78.82,NA,"Flathead High School (42)","Montana","","never","","","ILOM",0,3,1,3,2,3,2,1,1,2,NA,NA,NA,NA,3,"",NA,"","With Help"
1916,"05/04/2025 10:18:22 (MST)","Post",73.19,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,1,1,2,3,3,2,3,1,NA,3,NA,NA,NA,"2",NA,"","No Help"
1896,"02/13/2023 10:17:00 (MST)","Pre",74.78,NA,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,2,2,2,3,2,1,0,1,NA,3,2,NA,3,NA,"",NA,"","No Help"
687,"04/20/2025 18:01:31 (MST)","Post",67,NA,"Logistics Specialties Inc. (8)","Utah","","never","","always","JS",0,0,2,3,2,0,3,3,3,0,2,NA,NA,NA,NA,"3",NA,"",""
1512,"11/10/2024 19:59:51 (MST)","Pre",44.62,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,1,3,3,0,2,3,2,3,NA,3,NA,NA,NA,"",NA,"","No Help"
681,"06/25/2024 17:33:15 (MST)","Pre",81.44,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,1,2,2,1,2,1,2,NA,3,NA,NA,2,3,"",NA,"","No Help"
98,"07/08/2022 00:47:00 (MST)","Pre",67,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,1,1,1,1,2,1,2,3,2,3,2,2,NA,NA,"",NA,"","No Help"
2147,"11/17/2024 16:56:24 (MST)","Post",68.43,NA,"Turn Community Services (29)","Utah","specialized","","","","CSS",0,2,3,0,3,3,3,2,2,2,3,2,NA,1,1,"",NA,"","No Help"
2381,"07/18/2023 11:12:08 (MST)","Pre",11.81,NA,"Columbus Community Center (9)","Utah","","often","","","JOBEX",0,2,3,2,2,2,1,3,2,1,3,NA,NA,NA,0,"",NA,"","No Help"
1374,"11/04/2024 12:33:24 (MST)","Pre",30.33,30.34,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,1,1,1,3,2,0,2,1,2,2,NA,NA,NA,1,"",NA,"","With Help"
2388,"10/10/2023 10:06:04 (MST)","Post",42.45,NA,"A2Demo (21)","Utah","","","","always","JS",1,2,3,3,3,2,2,2,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
274,"03/08/2025 12:54:11 (MST)","Post",53.67,14.78,"Logistics Specialties Inc. (8)","Utah","","often","","sometimes","JS",0,3,3,2,1,2,2,3,NA,3,NA,NA,NA,NA,NA,"",NA,"","Observer"
641,"04/26/2024 13:57:50 (MST)","Pre",89.59,-16.33,"Logistics Specialties Inc. (8)","Utah","general","often","","often","JOBEX",0,2,1,1,3,3,0,1,3,3,1,3,NA,NA,NA,"2",1,"","No Help"
1625,"05/05/2025 11:46:11 (MST)","Post",49.38,9.5,"Central Technology Center (Central Tech) (56)","Utah","","","","","FL",0,3,0,3,3,1,1,3,1,2,1,3,1,NA,NA,"3",NA,"","No Help"
1138,"04/16/2023 22:38:00 (MST)","Pre",76.17,5.89,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","JS",0,3,1,2,0,3,2,3,3,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
2316,"03/03/2025 10:39:03 (MST)","Pre",30.33,NA,"Logistics Specialties Inc. (8)","Utah","","","never","","WBLE",0,3,3,1,3,2,1,0,1,1,2,3,NA,NA,NA,"",NA,"","No Help"
1333,"10/09/2023 10:21:14 (MST)","Post",82.71,34.04,"Logistics Specialties Inc. (8)","Utah","general","","","","CPSO",0,3,0,1,2,3,2,1,3,3,NA,NA,0,1,NA,"",NA,"","No Help"
1528,"10/24/2022 11:23:02 (MST)","Pre",78.82,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,1,1,3,1,3,1,1,NA,NA,NA,NA,3,NA,"",NA,"","No Help"
2157,"12/23/2024 10:45:35 (MST)","Pre",43.67,7,"Logistics Specialties Inc. (8)","Utah","","","rarely","","FL",0,2,2,3,1,2,3,2,2,2,3,0,1,NA,3,"",NA,"","No Help"
1026,"02/07/2023 02:59:00 (MST)","Post",84.88,-3,"Logistics Specialties Inc. (8)","Montana","","often","","","ILOM",0,3,1,2,2,1,2,2,0,1,3,2,2,NA,NA,"",NA,"","No Help"
1984,"11/08/2024 13:27:51 (MST)","Post",63.67,45.15,"Southern Utah University (27)","Utah","","","","","FL",0,2,1,2,3,2,3,3,3,1,NA,NA,NA,NA,NA,"1",NA,"","With Help"
267,"04/27/2024 16:02:38 (MST)","Post",84.88,13.67,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,3,3,2,1,3,2,3,2,NA,NA,NA,2,NA,2,"",NA,"","No Help"
602,"07/14/2024 11:16:00 (MST)","Post",97,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,2,3,2,3,3,1,1,3,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1096,"02/03/2025 18:11:27 (MST)","Pre",51.17,3.06,"Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,1,1,3,1,2,3,0,1,2,0,3,NA,NA,NA,"1",NA,"","No Help"
512,"10/07/2022 05:24:49 (MST)","Post",25.57,NA,"Spectrum Academy (28)","Utah","specialized","","","","ISA",0,2,2,2,2,2,2,1,0,2,NA,0,NA,NA,NA,"",NA,"","Observer"
1702,"08/09/2022 07:49:07 (MST)","Post",77,6.52,"Turn Community Services (29)","Montana","general","often","","","CPSO",0,1,2,2,3,3,1,2,2,1,2,NA,NA,NA,NA,"1",NA,"","No Help"
177,"09/03/2023 15:53:03 (MST)","Pre",54.58,NA,"Roads to Independence (26)","Utah","","never","never","always","ILOM",0,3,3,2,2,1,1,3,NA,NA,2,NA,NA,NA,NA,"1",NA,"","No Help"
1359,"09/27/2022 10:23:25 (MST)","Pre",45.15,-13,"Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,2,1,2,3,1,3,2,2,NA,2,NA,2,NA,NA,"",NA,"","No Help"
1103,"02/17/2024 10:49:44 (MST)","Post",63.67,0.33,"Logistics Specialties Inc. (8)","Wyoming","","","","often","JS",0,3,1,2,2,3,1,3,2,2,1,0,NA,NA,NA,"2",NA,"","No Help"
2264,"01/03/2025 16:10:13 (MST)","Pre",72,NA,"Logistics Specialties Inc. (8)","Utah","","never","never","","WSS",0,1,0,2,2,3,1,3,3,2,NA,NA,NA,NA,NA,"",NA,"",""
539,"07/01/2022 07:56:07 (MST)","Pre",55.33,42.45,"Roads to Independence (26)","Utah","","","","","CPSO",0,2,2,1,3,2,1,2,2,3,NA,NA,3,NA,NA,"",NA,"","No Help"
1254,"09/12/2022 10:26:50 (MST)","Pre",51.76,-73,"Turn Community Services (29)","Utah","","","","","FL",0,3,3,2,3,2,2,1,1,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
1239,"07/22/2024 11:36:31 (MST)","Pre",65.89,NA,"Columbus Community Center (9)","Utah","general","","","","ISA",1,2,2,0,1,2,1,3,2,3,3,NA,NA,NA,0,"",NA,"","No Help"
508,"01/28/2023 03:47:24 (MST)","Post",60.33,-3,"Darby K-12 School Dist. (158)","Utah","","","","","FL",0,3,3,1,3,3,1,2,3,3,2,NA,NA,2,3,"",NA,"",""
1855,"07/08/2022 00:09:00 (MST)","Pre",77.95,20.81,"Columbus Community Center (9)","Wyoming","","","","always","JS",1,3,0,2,2,3,2,1,2,2,0,3,1,2,NA,"",NA,"","With Help"
2533,"05/06/2025 12:18:25 (MST)","Post",48.85,NA,"Logistics Specialties Inc. (8)","Utah","","never","","never","JS",0,3,2,2,3,2,3,3,2,NA,NA,1,3,NA,1,"",NA,"","No Help"
1744,"03/24/2025 13:38:37 (MST)","Post",70.33,74.78,"Southern Utah University (27)","Utah","","","","sometimes","FL",0,3,2,2,1,3,2,1,3,2,3,NA,3,2,3,"",NA,"","No Help"
1474,"01/16/2023 02:08:00 (MST)","Pre",70.33,NA,"Roads to Independence (26)","Utah","","always","rarely","","ISA",0,2,1,3,2,1,1,2,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
2214,"09/15/2022 22:57:00 (MST)","Pre",87,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","FL",0,2,1,0,0,3,3,3,3,3,1,NA,2,3,NA,"",NA,"","With Help"
2354,"08/21/2023 19:31:07 (MST)","Pre",22.93,32.71,"Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,3,0,3,1,3,2,2,1,NA,1,NA,NA,"",NA,"",""
681,"03/21/2025 16:08:13 (MST)","Pre",21.24,NA,"Logistics Specialties Inc. (8)","Utah","","","","rarely","WSS",0,1,3,2,3,1,2,2,1,3,2,1,NA,2,NA,"1",NA,"","No Help"
262,"01/23/2023 08:01:31 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","specialized","always","","","ILOM",0,1,2,1,3,3,3,3,2,1,NA,1,2,NA,NA,"",NA,"",""
1819,"07/22/2024 16:11:58 (MST)","Post",9.12,NA,"Spectrum Academy (28)","Utah","general","sometimes","","","CSS",0,2,1,3,3,1,2,2,2,1,1,1,NA,NA,NA,"",NA,"",""
1210,"07/20/2024 15:55:18 (MST)","Post",47,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","always","FL",0,2,2,2,3,3,2,3,2,NA,NA,NA,NA,NA,3,"",NA,"","With Help"
742,"12/25/2022 03:06:06 (MST)","Post",73.67,-6.03,"Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,3,1,2,3,3,2,3,2,1,NA,NA,NA,2,3,"",NA,"","No Help"
177,"12/23/2024 12:35:48 (MST)","Post",40.33,NA,"Community Options (82)","Utah","","","","","CPSO",0,3,2,1,0,3,2,3,3,2,2,NA,NA,3,NA,"",NA,"","With Help"
2207,"09/15/2024 15:58:07 (MST)","Pre",47,NA,"Southern Utah University (27)","Utah","","","","","JOBEX",0,2,2,0,0,2,3,2,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1775,"06/14/2025 13:11:22 (MST)","Post",57,3.67,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,1,1,1,2,3,3,3,2,3,2,3,NA,NA,NA,"3",1,"","No Help"
69,"06/30/2022 22:28:00 (MST)","Pre",67.83,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","never","JOBEX",0,3,2,0,3,0,3,2,1,NA,0,NA,NA,2,NA,"",NA,"","No Help"
1625,"04/26/2025 15:07:58 (MST)","Post",89.59,NA,"Central Technology Center (Central Tech) (56)","Utah","","","","","CPSO",0,3,2,3,3,2,2,3,3,2,2,3,1,NA,NA,"",NA,"","No Help"
1359,"11/17/2024 16:48:48 (MST)","Post",50.33,-16.33,"Logistics Specialties Inc. (8)","Utah","","often","","often","ISA",0,3,1,2,3,3,3,2,3,2,NA,1,NA,3,NA,"",NA,"","No Help"
406,"07/03/2023 14:55:34 (MST)","Post",48.85,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","never","CSS",0,1,2,0,1,2,3,0,3,3,2,0,NA,3,1,"2",NA,"",""
1333,"05/02/2025 18:22:52 (MST)","Post",74.78,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","rarely","","WSS",0,3,2,3,2,1,3,1,3,3,1,NA,NA,NA,3,"",NA,"","No Help"
2342,"09/08/2024 12:40:15 (MST)","Post",56.52,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,2,2,1,0,3,3,3,2,0,3,NA,NA,2,"",NA,"","No Help"
1615,"10/29/2024 11:23:28 (MST)","Pre",22.93,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","WSS",0,2,1,3,1,1,2,3,1,3,0,NA,NA,2,NA,"",NA,"","With Help"
2276,"10/04/2024 13:13:16 (MST)","Pre",89.86,9.5,"Logistics Specialties Inc. (8)","Utah","general","","","always","CSS",0,2,2,2,3,0,1,1,NA,1,0,2,NA,NA,NA,"",NA,"",""
1535,"11/26/2023 10:19:02 (MST)","Pre",63.67,NA,"Turn Community Services (29)","Utah","","","","always","WSS",0,2,3,2,3,1,1,3,3,3,0,2,3,NA,NA,"",NA,"","No Help"
1182,"03/22/2022 11:27:57 (MST)","Pre",80.33,-3,"Roads to Independence (26)","Utah","","sometimes","","","JOBEX",0,2,0,3,0,3,3,1,1,3,3,NA,NA,NA,NA,"",NA,"",""
1210,"08/30/2022 09:24:18 (MST)","Pre",92.24,NA,"Meta Mindful (83)","Utah","","","","","CSS",0,3,1,3,2,3,3,1,0,NA,3,2,3,2,NA,"",NA,"","No Help"
2462,"09/03/2023 15:19:33 (MST)","Pre",89.59,4.41,"Logistics Specialties Inc. (8)","Utah","","always","","","ISA",0,2,2,3,1,1,1,2,3,2,NA,2,2,NA,NA,"",NA,"","No Help"
1512,"03/09/2024 15:53:54 (MST)","Post",88.67,NA,"Columbus Community Center (9)","Utah","","","rarely","","CSS",0,0,3,1,2,3,2,3,3,3,NA,2,NA,NA,NA,"2",NA,"","No Help"
722,"10/07/2022 05:26:48 (MST)","Post",93.3,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","always","JOBEX",0,2,2,0,2,0,3,2,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
185,"07/18/2023 12:25:45 (MST)","Pre",97,51.55,"Logistics Specialties Inc. (8)","Utah","","","rarely","","CPSO",0,2,1,3,3,0,2,3,2,2,0,NA,2,2,NA,"",NA,"","No Help"
1752,"06/10/2022 06:37:11 (MST)","Post",97,34.5,"Logistics Specialties Inc. (8)","Utah","general","","","sometimes","CSS",1,1,1,0,3,2,2,2,1,2,NA,3,2,NA,3,"1",NA,"","No Help"
1142,"09/17/2023 10:17:15 (MST)","Pre",76.17,NA,"Turn Community Services (29)","Utah","","rarely","","","FL",0,3,2,2,2,1,1,1,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
90,"02/05/2024 12:03:36 (MST)","Pre",47,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","","CSS",0,2,2,1,1,1,2,2,2,3,NA,NA,NA,NA,NA,"3",NA,"","No Help"
1157,"12/23/2022 13:21:06 (MST)","Post",37.74,NA,"Turn Community Services (29)","Utah","general","","","","ISA",0,3,0,3,1,2,3,3,2,NA,1,1,1,NA,NA,"",NA,"","No Help"
1744,"09/24/2022 23:53:00 (MST)","Post",88.67,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","CSS",0,2,3,1,2,2,2,2,1,3,2,NA,NA,2,3,"",NA,"",""
2462,"05/28/2023 15:53:12 (MST)","Pre",89.59,-3,"Central Technology Center (Central Tech) (56)","Utah","","","","","ISA",0,3,2,3,2,0,2,0,3,3,2,NA,3,1,NA,"",1,"","No Help"
1374,"12/04/2022 03:18:00 (MST)","Pre",76.17,8.11,"Roads to Independence (26)","Utah","","","","","ISA",0,3,3,3,3,0,2,3,2,2,NA,NA,3,3,NA,"",NA,"","No Help"
756,"03/22/2022 10:31:20 (MST)","Post",67,54.14,"North Sanpete School District (24)","Utah","","","","","CPSO",0,3,1,3,3,3,3,3,NA,3,2,NA,NA,NA,3,"",NA,"","No Help"
1096,"10/05/2024 15:16:03 (MST)","Pre",30.33,-17.81,"Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","general","","rarely","","WBLE",0,2,2,0,1,2,2,3,1,2,NA,0,NA,NA,NA,"2",NA,"",""
1128,"11/14/2023 20:31:58 (MST)","Post",89.59,NA,"Spectrum Academy (28)","Oklahoma","","","rarely","","QWEX",0,3,1,1,2,2,1,1,2,1,NA,3,3,NA,NA,"",NA,"",""
496,"03/02/2025 09:31:08 (MST)","Pre",55.33,NA,"Turn Community Services (29)","Utah","","rarely","","sometimes","ILOM",0,3,3,2,3,1,1,3,3,2,NA,NA,2,NA,NA,"0",NA,"","No Help"
262,"04/21/2025 18:43:38 (MST)","Pre",74.78,NA,"Logistics Specialties Inc. (8)","Utah","","","never","always","JS",0,1,3,3,3,3,3,1,2,3,2,1,NA,2,NA,"",NA,"","No Help"
422,"02/08/2025 17:06:10 (MST)","Pre",22,11.29,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","ISA",0,3,3,2,2,2,0,1,3,2,NA,NA,3,NA,NA,"",NA,"","No Help"
1686,"11/08/2024 14:12:52 (MST)","Post",82.71,40.34,"Logistics Specialties Inc. (8)","Oklahoma","specialized","","rarely","","WBLE",0,2,1,2,3,3,1,2,3,2,3,NA,NA,NA,NA,"3",NA,"",""
2433,"01/31/2025 12:44:00 (MST)","Pre",93.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","often","JS",0,2,3,3,3,1,1,3,1,2,2,1,NA,NA,NA,"",NA,"","No Help"
1615,"07/29/2023 17:22:29 (MST)","Post",22.93,61.29,"Turn Community Services (29)","Oklahoma","general","","","","WSS",0,3,3,3,3,2,2,2,1,3,3,NA,2,3,2,"3",NA,"","With Help"
2305,"02/07/2023 08:57:19 (MST)","Pre",63.67,34.5,"Utah State Office of Rehabilitation (USOR) (30)","Utah","general","never","","often","JS",0,1,1,2,1,2,2,3,2,0,3,2,1,NA,1,"",NA,"","No Help"
